"salePointName","address","salePointCode","status","openHours__days","openHours__hours","rko","network","openHoursIndividual__days","openHoursIndividual__hours","officeType","salePointFormat","suoAvailability","hasRamp","latitude","longitude","metroStation","distance","kep","myBranch"
"ДО «Улица Народного Ополчения» Филиала № 7701 Банка ВТБ (ПАО)","123423, г. Москва, проспект Маршала Жукова, д. 23","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн-пт","10:00-19:00","Да","Розничный (РБ)","N","N","55.775288","37.485764","Народное Ополчение (Большая кольцевая линия)","8746","null","False"
"","","","","","","","","сб,вс","выходной","","","","","","","","","",""
"ДО «Оружейный» Филиала № 7701 Банка ВТБ (ПАО)","127006, г. Москва, ул. Долгоруковская, д. 2","","открытая","пн-чт","10:00-19:00","нет РКО","","пн-пт","10:00-19:00","Да (Зона Привилегия)","Универсальный","Y","Y","55.77433","37.604584","Новослободская (Кольцевая линия)","2458","null","False"
"","","","","пт","10:00-18:00","","","сб,вс","выходной","","","","","","","","","",""
"","","","","сб,вс","выходной","","","","","","","","","","","","","",""
"ДО «Садово-Сухаревский» Филиала № 7701 Банка ВТБ (ПАО)","107045, г. Москва, ул. Садовая - Сухаревская, д. 8/12, стр. 3","","открытая","пн","09:00-18:00","есть РКО","","пн","09:00-18:00","Да (Зона Привилегия)","Универсальный","Y","N","55.773155","37.625908","Москва, Серпуховско-Тимирязевская линия, метро Цветной бульвар","2147","False","False"
"","","","","вт","09:00-18:00","","","вт","09:00-18:00","","","","","","","","","",""
"","","","","ср","09:00-18:00","","","ср","09:00-18:00","","","","","","","","","",""
"","","","","чт","09:00-18:00","","","чт","09:00-18:00","","","","","","","","","",""
"","","","","пт","09:00-17:00","","","пт","09:00-18:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","выходной","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Беговой» Филиала № 7701 Банка ВТБ (ПАО)","123007, г. Москва, Хорошевское ш., д. 1","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн-пт","10:00-19:00","Да","Розничный (РБ)","Y","N","55.773106","37.543526","Беговая (Таганско-Краснопресненская линия)","5254","null","False"
"","","","","","","","","cб,вс","выходной","","","","","","","","","",""
"ДО «На Красносельской» Филиала № 7701 Банка ВТБ (ПАО)","105066, г. Москва, ул. Нижняя Красносельская, д.45/17","","открытая","пн","09:00-18:00","есть РКО","","пн","09:00-20:00","Да (Зона Привилегия)","Универсальный","Y","N","55.773033","37.675766","Москва, Арбатско-Покровская линия, метро Бауманская","4053","False","False"
"","","","","вт","09:00-18:00","","","вт","09:00-20:00","","","","","","","","","",""
"","","","","ср","09:00-18:00","","","ср","09:00-20:00","","","","","","","","","",""
"","","","","чт","09:00-18:00","","","чт","09:00-20:00","","","","","","","","","",""
"","","","","пт","09:00-17:00","","","пт","09:00-20:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","выходной","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Сухаревский» Филиала № 7701 Банка ВТБ (ПАО)","107045, г. Москва, Б. Сухаревская пл., д. 14/7","","открытая","пн","10:00-19:00","есть РКО","","пн","10:00-19:00","Да (Зона Привилегия)","Универсальный","Y","Y","55.771809","37.636669","Москва, Калужско-Рижская линия, метро Сухаревская","2217","True","False"
"","","","","вт","10:00-19:00","","","вт","10:00-19:00","","","","","","","","","",""
"","","","","ср","10:00-19:00","","","ср","10:00-19:00","","","","","","","","","",""
"","","","","чт","10:00-19:00","","","чт","10:00-19:00","","","","","","","","","",""
"","","","","пт","10:00-18:00","","","пт","10:00-19:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","выходной","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Маяковский» Филиала № 7701 Банка ВТБ (ПАО)","125047, г. Москва, ул. 1-я Тверская - Ямская, д. 7","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн","10:00-19:00","Да (Офис Привилегия)","Привилегия (РБ)","N","Y","55.771526","37.592815","Москва, Замоскворецкая линия, метро Маяковская","2596","False","False"
"","","","","","","","","вт","10:00-19:00","","","","","","","","","",""
"","","","","","","","","ср","10:00-19:00","","","","","","","","","",""
"","","","","","","","","чт","10:00-19:00","","","","","","","","","",""
"","","","","","","","","пт","10:00-19:00","","","","","","","","","",""
"","","","","","","","","сб","выходной","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Лермонтовский» Филиала № 7777 Банка ВТБ (ПАО)","107078, г. Москва, Красноворотский пр-д, д. 3","","открытая","Не обслуживает ЮЛ","null","null","","пн","09:30-20:00","нет","Прайм (РБ)","N","Y","55.770851","37.649525","Москва, Сокольническая линия, метро Красные Ворота","2606","False","False"
"","","","","","","","","вт","09:30-20:00","","","","","","","","","",""
"","","","","","","","","ср","09:30-20:00","","","","","","","","","",""
"","","","","","","","","чт","09:30-20:00","","","","","","","","","",""
"","","","","","","","","пт","09:30-20:00","","","","","","","","","",""
"","","","","","","","","сб","09:30-16:00","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «Садовый-Триумфальный» Филиала № 7701 Банка ВТБ (ПАО)","103006, г. Москва, ул. Садовая-Триумфальная, д. 4/10, стр. 1","","открытая","пн","10:00-19:00","есть РКО","","пн","10:00-19:00","Да (Зона Привилегия)","Универсальный","Y","N","55.770432","37.599194","Москва, Замоскворецкая линия, метро Маяковская","2250","True","False"
"","","","","вт","10:00-19:00","","","вт","10:00-19:00","","","","","","","","","",""
"","","","","ср","10:00-19:00","","","ср","10:00-19:00","","","","","","","","","",""
"","","","","чт","10:00-19:00","","","чт","10:00-19:00","","","","","","","","","",""
"","","","","пт","10:00-18:00","","","пт","10:00-19:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","выходной","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Басманный» Филиала № 7701 Банка ВТБ (ПАО)","105066, г. Москва, ул. Новая Басманная, 37 А","","открытая","пн","10:00-19:00","есть РКО","","пн","10:00-19:00","Да (Зона Привилегия)","Универсальный","Y","Y","55.76997","37.669083","null","3520","True","False"
"","","","","вт","10:00-19:00","","","вт","10:00-19:00","","","","","","","","","",""
"","","","","ср","10:00-19:00","","","ср","10:00-19:00","","","","","","","","","",""
"","","","","чт","10:00-19:00","","","чт","10:00-19:00","","","","","","","","","",""
"","","","","пт","10:00-18:00","","","пт","10:00-19:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","выходной","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Цветной бульвар» Филиала № 7701 Банка ВТБ (ПАО)","127051, г. Москва, Цветной бульвар, д. 9","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн-пт","10:00-19:00","Да","Розничный (РБ)","Y","N","55.769531","37.620735","Цветной бульвар (Серпуховско-Тимирязевская линия), Трубная (Люблинско-Дмитровская линия)","1717","null","False"
